State,ERA,TOT_REVENUE,TOT_EXPENDITURE,GRADES_ALL_G,FIPS,Percentage
GEORGIA,2004,14136215.0,13779680.0,1553437.0,13.0,0.12917090199834605
HAWAII,2004,2138137.0,1734591.0,183185.0,15.0,1.1060762441977912
KANSAS,2004,4377709.0,3982036.0,469136.0,20.0,0.42900079634878363
KENTUCKY,2004,5135262.0,5259909.0,674796.0,21.0,0.2978632326186994
LOUISIANA,2004,5713792.0,5708535.0,724281.0,22.0,0.27745587911563013
MAINE,2004,2228749.0,2291174.0,198820.0,23.0,1.0182099016340134
MARYLAND,2004,9123493.0,8921938.0,865561.0,24.0,0.2320634306710501
MASSACHUSETTS,2004,11979937.0,12033345.0,975574.0,25.0,0.20584036073420503
MICHIGAN,2004,18663799.0,20060708.0,1751290.0,26.0,0.11456102661314388
MINNESOTA,2004,8688315.0,8963393.0,838503.0,27.0,0.2395699217811378
MISSISSIPPI,2004,3481643.0,3473928.0,495376.0,28.0,0.4061843801431779
MISSOURI,2004,7893957.0,7896438.0,905449.0,29.0,0.22181759819358124
MONTANA,2004,1270790.0,1241417.0,146705.0,30.0,1.3849247759172363
NEBRASKA,2004,2734724.0,2667987.0,285761.0,31.0,0.7062380839944036
NEVADA,2004,3069531.0,3228619.0,400083.0,32.0,0.5034176633281333
PENNSYLVANIA,2004,21104028.0,22054811.0,1828089.0,42.0,0.10974297472461578
TENNESSEE,2004,6349101.0,6738601.0,941091.0,47.0,0.21339875858147325
TEXAS,2004,36055119.0,38150452.0,4405215.0,48.0,0.0455122409532498
VERMONT,2004,1525776.0,1550157.0,98352.0,50.0,2.0799601444762734
VIRGINIA,2004,11151172.0,11404055.0,1204739.0,51.0,0.16662024469230546
WASHINGTON,2004,8790531.0,9009980.0,1020005.0,53.0,0.19685638815678963
WISCONSIN,2004,9183588.0,9126345.0,864757.0,55.0,0.23227969071101465
WYOMING,2004,974888.0,953916.0,84733.0,56.0,2.4223670055240607
CALIFORNIA,2005,62171797.0,66196072.0,6437202.0,6.0,0.03115677732942752
COLORADO,2005,6910296.0,7284280.0,779826.0,8.0,0.25777138956135154
CONNECTICUT,2005,7898694.0,7452057.0,575059.0,9.0,0.34987976700276063
DELAWARE,2005,1431710.0,1480157.0,120937.0,10.0,1.6858372851713586
FLORIDA,2005,23216404.0,23857012.0,2675024.0,12.0,0.07500881961557325
GEORGIA,2005,14724731.0,14492666.0,1598461.0,13.0,0.12559068336365048
HAWAII,2005,2274166.0,1765805.0,182818.0,15.0,1.1088804455431855
KANSAS,2005,4223632.0,4076597.0,467525.0,20.0,0.43070115140058424
KENTUCKY,2005,5444309.0,5750671.0,679878.0,21.0,0.2957781177300173
LOUISIANA,2005,5975074.0,5941561.0,654526.0,22.0,0.30726980434346174
MAINE,2005,2324789.0,2325138.0,195498.0,23.0,1.0362131963430201
MARYLAND,2005,9906219.0,9782665.0,860020.0,24.0,0.23367889838755732
MASSACHUSETTS,2005,12976279.0,12726283.0,971909.0,25.0,0.20672148996189313
MICHIGAN,2005,19106382.0,20489512.0,1742282.0,26.0,0.11521154390938915
MINNESOTA,2005,8777363.0,9082593.0,839243.0,27.0,0.23947790234079197
MISSISSIPPI,2005,3639643.0,3610904.0,494954.0,28.0,0.4067357880835543
MISSOURI,2005,8340865.0,8170965.0,917705.0,29.0,0.21895817407447854
MONTANA,2005,1293070.0,1268328.0,145416.0,30.0,1.3980796452154995
NEBRASKA,2005,2895640.0,2708776.0,286646.0,31.0,0.7043960638137162
NEVADA,2005,3381646.0,3483540.0,412395.0,32.0,0.48855966275981383
PENNSYLVANIA,2005,22657782.0,23183924.0,1830684.0,42.0,0.10964198746745601
TENNESSEE,2005,6806262.0,7067521.0,953928.0,47.0,0.21062627964656805
TEXAS,2005,37783715.0,40302144.0,4525394.0,48.0,0.04432517300634547
VERMONT,2005,1628681.0,1634534.0,96638.0,50.0,2.118711231811313
VIRGINIA,2005,12182657.0,12385157.0,1213616.0,51.0,0.16548215557633597
WASHINGTON,2005,9141383.0,9399603.0,1031985.0,53.0,0.19466397405774868
WISCONSIN,2005,9584108.0,9433502.0,875174.0,55.0,0.2296233604262176
WYOMING,2005,1132160.0,1033603.0,84409.0,56.0,2.433134313868259
CALIFORNIA,2006,66302860.0,68722432.0,6406750.0,6.0,0.031320533654428655
COLORADO,2006,7295561.0,7803324.0,794026.0,8.0,0.25327643241332287
CONNECTICUT,2006,8436197.0,7982143.0,575100.0,9.0,0.350029838037041
DELAWARE,2006,1544615.0,1646885.0,122254.0,10.0,1.6682190140376554
FLORIDA,2006,25423686.0,26609155.0,2671513.0,12.0,0.07514496122317717
GEORGIA,2006,16165924.0,15839227.0,1629157.0,13.0,0.12328296513353708
HAWAII,2006,2705532.0,1939968.0,180728.0,15.0,1.1224135808686115
KANSAS,2006,4648920.0,4439000.0,469506.0,20.0,0.4290909090909091
KENTUCKY,2006,6002056.0,6112978.0,683152.0,21.0,0.29450367468942046
LOUISIANA,2006,6780668.0,6032182.0,675851.0,22.0,0.29769457367792296
MAINE,2006,2381908.0,2381439.0,193986.0,23.0,1.0449005104698406
MARYLAND,2006,10697117.0,10585292.0,851640.0,24.0,0.23610166259824822
MASSACHUSETTS,2006,14160242.0,13503621.0,968661.0,25.0,0.20751974592796812
MICHIGAN,2006,19714584.0,20626758.0,1722656.0,26.0,0.11658384912678348
MINNESOTA,2006,9314477.0,9671933.0,840565.0,27.0,0.23921989985200803
MISSISSIPPI,2006,4279581.0,4066036.0,495026.0,28.0,0.40688004543426237
MISSOURI,2006,8846493.0,8654672.0,920353.0,29.0,0.21843595068095173
MONTANA,2006,1375638.0,1377599.0,144418.0,30.0,1.4085891638345083
NEBRASKA,2006,3107061.0,2867250.0,287580.0,31.0,0.7024449004461191
NEVADA,2006,3691628.0,4022979.0,424766.0,32.0,0.4745008988551424
PENNSYLVANIA,2006,23950553.0,24195122.0,1871060.0,42.0,0.10732702211921112
TENNESSEE,2006,7195519.0,7395357.0,978368.0,47.0,0.2054565827019077
TEXAS,2006,41142403.0,43394244.0,4599509.0,48.0,0.043632380446516295
VERMONT,2006,1725093.0,1711762.0,95399.0,50.0,2.1479125844549376
VIRGINIA,2006,13153845.0,13481336.0,1220440.0,51.0,0.16463755935898045
WASHINGTON,2006,9679682.0,9915617.0,1026774.0,53.0,0.19575162378216338
WISCONSIN,2006,9855692.0,9779642.0,876700.0,55.0,0.2293373454030781
WYOMING,2006,1150345.0,1146527.0,85193.0,56.0,2.4114344789450275
CALIFORNIA,2007,72516936.0,73225422.0,6343471.0,6.0,0.03164884323241447
COLORADO,2007,7689014.0,8039146.0,801867.0,8.0,0.25091891080939166
CONNECTICUT,2007,8913149.0,8685421.0,570626.0,9.0,0.35296041813586954
DELAWARE,2007,1694929.0,1705204.0,122574.0,10.0,1.6646346015078755
FLORIDA,2007,28898362.0,29849892.0,2666811.0,12.0,0.07531510760266046
GEORGIA,2007,17755989.0,17389530.0,1649589.0,13.0,0.12181487780274367
HAWAII,2007,2985593.0,2199604.0,179897.0,15.0,1.1282253077744675
KANSAS,2007,5038100.0,4823931.0,468295.0,20.0,0.4304206842123323
KENTUCKY,2007,6226696.0,6351636.0,666225.0,21.0,0.30215983306685457
LOUISIANA,2007,7048732.0,6657341.0,681038.0,22.0,0.29556824357061756
MAINE,2007,2538161.0,2501127.0,196245.0,23.0,1.033268464461125
MARYLAND,2007,11674965.0,11541225.0,845700.0,24.0,0.23788273696711956
MASSACHUSETTS,2007,14407777.0,14315518.0,962958.0,25.0,0.20885560241885384
MICHIGAN,2007,20576110.0,19839838.0,1692739.0,26.0,0.11870598060485045
MINNESOTA,2007,9693509.0,10030105.0,837578.0,27.0,0.24019502830998204
MISSISSIPPI,2007,4220926.0,4158733.0,494122.0,28.0,0.4078315027991425
MISSOURI,2007,8908844.0,9245525.0,917188.0,29.0,0.21930088146497798
MONTANA,2007,1474306.0,1442434.0,142823.0,30.0,1.425264174525622
NEBRASKA,2007,3234014.0,3117931.0,291244.0,31.0,0.6938946262061907
NEVADA,2007,4006081.0,4346371.0,429362.0,32.0,0.46963297492716827
PENNSYLVANIA,2007,25334577.0,25627083.0,1801971.0,42.0,0.1115022300446009
TENNESSEE,2007,7617488.0,7817659.0,964259.0,47.0,0.20857322198343056
TEXAS,2007,44355326.0,45920825.0,4674832.0,48.0,0.04295046358466238
VERMONT,2007,1836316.0,1804519.0,94038.0,50.0,2.180786908759005
VIRGINIA,2007,14176385.0,14700853.0,1230857.0,51.0,0.16332343247751963
WASHINGTON,2007,10350748.0,10682397.0,1030247.0,53.0,0.1951878938769159
WISCONSIN,2007,10154985.0,9988878.0,874633.0,55.0,0.22999543905407355
WYOMING,2007,1477891.0,1390344.0,86422.0,56.0,2.377539536812178
CALIFORNIA,2008,74626928.0,76618865.0,6322528.0,6.0,0.031769537949409225
COLORADO,2008,8070129.0,8884786.0,818443.0,8.0,0.24594731974988826
CONNECTICUT,2008,9322225.0,9046750.0,567198.0,9.0,0.35527875581662804
DELAWARE,2008,1694998.0,1746925.0,125430.0,10.0,1.6269384712612012
FLORIDA,2008,30001821.0,31219589.0,2631020.0,12.0,0.07637850264662162
GEORGIA,2008,18683630.0,19172087.0,1655792.0,13.0,0.12141851656564581
HAWAII,2008,2541703.0,2242408.0,179478.0,15.0,1.131458838113484
KANSAS,2008,5378095.0,5122049.0,471060.0,20.0,0.4280975243683003
KENTUCKY,2008,6637062.0,6793215.0,670030.0,21.0,0.30058890276068756
LOUISIANA,2008,7751886.0,7599993.0,684873.0,22.0,0.29405519392559293
MAINE,2008,2594335.0,2582293.0,192935.0,23.0,1.051710863314251
MARYLAND,2008,13098112.0,12739693.0,843861.0,24.0,0.23852145208248945
MASSACHUSETTS,2008,14633578.0,14631545.0,958910.0,25.0,0.20984385025843819
MICHIGAN,2008,20441973.0,20703780.0,1659921.0,26.0,0.12111612611759484
MINNESOTA,2008,10118118.0,10462624.0,836048.0,27.0,0.2407558390484869
MISSISSIPPI,2008,4449009.0,4363308.0,491962.0,28.0,0.40983439261644977
MISSOURI,2008,9335599.0,9900419.0,917871.0,29.0,0.21924676507294213
MONTANA,2008,1562815.0,1557678.0,141899.0,30.0,1.4354032782666506
NEBRASKA,2008,3383157.0,3325663.0,292590.0,31.0,0.6910269734532766
NEVADA,2008,4338601.0,4881218.0,433371.0,32.0,0.46550121359504637
PENNSYLVANIA,2008,26357235.0,26597713.0,1775029.0,42.0,0.1132530297159481
TENNESSEE,2008,8086152.0,8488521.0,971950.0,47.0,0.2070226879545375
TEXAS,2008,46245975.0,50205827.0,4752148.0,48.0,0.042272438286029466
VERMONT,2008,1888635.0,1888133.0,93625.0,50.0,2.191732975321174
VIRGINIA,2008,14768120.0,15236306.0,1235795.0,51.0,0.16275094485514924
WASHINGTON,2008,11195224.0,11677666.0,1037018.0,53.0,0.1940077873643733
WISCONSIN,2008,10619354.0,10545964.0,873750.0,55.0,0.23034338141330804
WYOMING,2008,1602514.0,1517325.0,87161.0,56.0,2.3581083461533945
CALIFORNIA,2009,73958896.0,74766086.0,6263438.0,6.0,0.03208532748674464
COLORADO,2009,8310673.0,8682489.0,832368.0,8.0,0.24194354490045872
CONNECTICUT,2009,9681268.0,9323053.0,563968.0,9.0,0.35749939052493157
DELAWARE,2009,1718993.0,1798244.0,126801.0,10.0,1.6098788383870761
FLORIDA,2009,26494500.0,28867429.0,2634522.0,12.0,0.07631491278485615
GEORGIA,2009,17972839.0,19025136.0,1667685.0,13.0,0.12061169158948078
HAWAII,2009,2689758.0,2318671.0,180196.0,15.0,1.1274672114127293
KANSAS,2009,5615208.0,5827751.0,474489.0,20.0,0.42520318320352185
KENTUCKY,2009,6706922.0,6831006.0,680089.0,21.0,0.29627772534214253
LOUISIANA,2009,7984550.0,8053960.0,690915.0,22.0,0.29162178874911815
MAINE,2009,2623127.0,2624504.0,189225.0,23.0,1.0730920434150926
MARYLAND,2009,13147931.0,12757599.0,848412.0,24.0,0.23735738176731414
MASSACHUSETTS,2009,15298022.0,15174814.0,957053.0,25.0,0.21035680031495932
MICHIGAN,2009,19616665.0,19992550.0,1649082.0,26.0,0.12197395015278618
MINNESOTA,2009,10353784.0,11193640.0,837053.0,27.0,0.2405861248030044
MISSISSIPPI,2009,4392101.0,4552756.0,492481.0,28.0,0.4096054412892071
MISSOURI,2009,9472520.0,10227305.0,917982.0,29.0,0.21932960906052906
MONTANA,2009,1607935.0,1622485.0,141807.0,30.0,1.4370734917523855
NEBRASKA,2009,3522481.0,3523803.0,295368.0,31.0,0.6848264413227478
NEVADA,2009,4442101.0,4577881.0,428947.0,32.0,0.4705601281684928
PENNSYLVANIA,2009,26755585.0,27328680.0,1785993.0,42.0,0.11261311760643593
TENNESSEE,2009,8112895.0,8611178.0,972549.0,47.0,0.2069981659694603
TEXAS,2009,48087531.0,53575273.0,4850210.0,48.0,0.041438050938894654
VERMONT,2009,1683034.0,1661019.0,91451.0,50.0,2.2461483419422645
VIRGINIA,2009,15251481.0,15510318.0,1245340.0,51.0,0.16158207267413102
WASHINGTON,2009,12025012.0,12240632.0,1035347.0,53.0,0.19441847681978208
WISCONSIN,2009,10991081.0,10880480.0,872436.0,55.0,0.23080625945656558
WYOMING,2009,1675761.0,1658156.0,88155.0,56.0,2.3320873865298446
CALIFORNIA,2010,67356719.0,71227111.0,6289578.0,6.0,0.031967845119130325
COLORADO,2010,8793676.0,8914338.0,843316.0,8.0,0.23891425949654466
CONNECTICUT,2010,9726922.0,9542108.0,560546.0,9.0,0.35986937278886233
DELAWARE,2010,1733458.0,1758988.0,129403.0,10.0,1.5777946982958246
FLORIDA,2010,26231141.0,27267009.0,2643347.0,12.0,0.0760978247001424
GEORGIA,2010,17839851.0,17834488.0,1677067.0,13.0,0.11999591655686942
HAWAII,2010,2564856.0,2215458.0,179601.0,15.0,1.1318141122016319
KANSAS,2010,5454128.0,5979429.0,483701.0,20.0,0.41727995748311675
KENTUCKY,2010,6881951.0,7092071.0,673128.0,21.0,0.29950023691809785
LOUISIANA,2010,8091029.0,8125021.0,696558.0,22.0,0.28939684514245234
MAINE,2010,2721365.0,2680693.0,189077.0,23.0,1.074481335564263
MARYLAND,2010,13327770.0,13205691.0,852211.0,24.0,0.2364146831161102
MASSACHUSETTS,2010,14919763.0,14857823.0,955563.0,25.0,0.21079059055972765
MICHIGAN,2010,19393461.0,19967017.0,1587067.0,26.0,0.12680931979102328
MINNESOTA,2010,10383935.0,10564774.0,838037.0,27.0,0.24042285715652725
MISSISSIPPI,2010,4466377.0,4504257.0,490526.0,28.0,0.411450187916056
MISSOURI,2010,9587703.0,10139784.0,918710.0,29.0,0.21926475400894513
MONTANA,2010,1623971.0,1642886.0,141693.0,30.0,1.4389725306587058
NEBRASKA,2010,3720560.0,3640199.0,298500.0,31.0,0.6779318020843873
NEVADA,2010,4262471.0,4260869.0,437149.0,32.0,0.46192136305870074
PENNSYLVANIA,2010,27883991.0,28231191.0,1793284.0,42.0,0.11221063890839704
TENNESSEE,2010,8405025.0,8760367.0,987422.0,47.0,0.20397559599436582
TEXAS,2010,50559500.0,53810244.0,4935715.0,48.0,0.04074017396662346
VERMONT,2010,1749898.0,1719870.0,96858.0,50.0,2.1191801619433197
VIRGINIA,2010,14937195.0,14919831.0,1251440.0,51.0,0.16087335825136262
WASHINGTON,2010,11919090.0,11820814.0,1043788.0,53.0,0.19293937863921104
WISCONSIN,2010,11289720.0,11116821.0,872286.0,55.0,0.23096121230506184
WYOMING,2010,1718605.0,1696177.0,89009.0,56.0,2.3103713835791218
CALIFORNIA,2011,70953331.0,69847705.0,6287834.0,6.0,0.03199262849112996
COLORADO,2011,8747471.0,8676451.0,854265.0,8.0,0.23596251821640027
CONNECTICUT,2011,9783168.0,9439182.0,554437.0,9.0,0.364030657499828
DELAWARE,2011,1759170.0,1808905.0,128946.0,10.0,1.5842754165517785
FLORIDA,2011,26453693.0,26991946.0,2668156.0,12.0,0.07542725545684874
GEORGIA,2011,18030043.0,17187481.0,1685016.0,13.0,0.11948865273721707
HAWAII,2011,2499513.0,2259104.0,182706.0,15.0,1.11292509477296
KANSAS,2011,5538869.0,5662146.0,486108.0,20.0,0.4154126135877727
KENTUCKY,2011,7104589.0,7253850.0,681987.0,21.0,0.295745732202313
LOUISIANA,2011,8022917.0,8218870.0,703390.0,22.0,0.28672087416361197
MAINE,2011,2654366.0,2728535.0,188969.0,23.0,1.0756426577092182
MARYLAND,2011,13443940.0,13247697.0,854086.0,24.0,0.2360120881377813
MASSACHUSETTS,2011,15396681.0,15150898.0,953369.0,25.0,0.21138204545502323
MICHIGAN,2011,19374026.0,18469948.0,1573537.0,26.0,0.12796479345553302
MINNESOTA,2011,10912368.0,10612480.0,839738.0,27.0,0.24005433751090752
MISSISSIPPI,2011,4516742.0,4345783.0,490619.0,28.0,0.4115773790032091
MISSOURI,2011,9915356.0,9842505.0,916584.0,29.0,0.21988403331390716
MONTANA,2011,1631810.0,1655584.0,142349.0,30.0,1.4329689749034475
NEBRASKA,2011,3879388.0,3676326.0,301296.0,31.0,0.671934777887298
NEVADA,2011,4146577.0,4258855.0,439634.0,32.0,0.45952794985638323
PENNSYLVANIA,2011,28492510.0,28810721.0,1771395.0,42.0,0.11365537384762155
TENNESSEE,2011,8679893.0,8961443.0,999693.0,47.0,0.2015672328457364
TEXAS,2011,51023159.0,52691826.0,5000470.0,48.0,0.0402323996255646
VERMONT,2011,1686499.0,1722515.0,89908.0,50.0,2.2879051617233808
VIRGINIA,2011,14655345.0,14675815.0,1257883.0,51.0,0.16012778372318198
WASHINGTON,2011,11905941.0,11928408.0,1045453.0,53.0,0.1927275306150222
WISCONSIN,2011,11664303.0,11440718.0,871105.0,55.0,0.23139039045258625
WYOMING,2011,1650621.0,1656850.0,90099.0,56.0,2.282944328398874
CALIFORNIA,2012,69016392.0,70191877.0,6299451.0,6.0,0.03194949566006118
COLORADO,2012,8616009.0,8472536.0,863561.0,8.0,0.23353285767843732
CONNECTICUT,2012,10070907.0,9791336.0,550954.0,9.0,0.3665232392493196
DELAWARE,2012,1855867.0,1915966.0,129026.0,10.0,1.5840773458043995
FLORIDA,2012,24139266.0,25352047.0,2692162.0,12.0,0.07479136851104957
GEORGIA,2012,17559894.0,17400209.0,1703332.0,13.0,0.1182611148990196
HAWAII,2012,2535038.0,2344733.0,184760.0,15.0,1.1009696412546237
KANSAS,2012,5613619.0,5615714.0,489043.0,20.0,0.4131153869055563
KENTUCKY,2012,7192430.0,7444529.0,685167.0,21.0,0.2945158858531373
LOUISIANA,2012,8477993.0,8504567.0,710903.0,22.0,0.283823606167944
MAINE,2012,2611056.0,2625759.0,185739.0,23.0,1.0951030605191399
MARYLAND,2012,13752912.0,13212140.0,859638.0,24.0,0.23460109651526423
MASSACHUSETTS,2012,15763456.0,15696061.0,954773.0,25.0,0.2111757303248139
MICHIGAN,2012,18622316.0,18063824.0,1555370.0,26.0,0.1295258401476028
MINNESOTA,2012,10681609.0,10696348.0,845404.0,27.0,0.2385604795871908
MISSISSIPPI,2012,4477828.0,4423270.0,493650.0,28.0,0.4092442000008136
MISSOURI,2012,10022622.0,9910617.0,917900.0,29.0,0.21967751515469142
MONTANA,2012,1628318.0,1652537.0,142908.0,30.0,1.428003633885987
NEBRASKA,2012,3764056.0,3880517.0,303505.0,31.0,0.6673455105093651
NEVADA,2012,4053945.0,4109706.0,445707.0,32.0,0.45346465477411285
PENNSYLVANIA,2012,27881568.0,27851918.0,1763677.0,42.0,0.11421013643343088
TENNESSEE,2012,8983224.0,9256522.0,993496.0,47.0,0.20292813600622903
TEXAS,2012,49979753.0,50215314.0,5077659.0,48.0,0.03964026655123967
VERMONT,2012,1754161.0,1726321.0,89624.0,50.0,2.2964890654248276
VIRGINIA,2012,14940479.0,15129464.0,1265419.0,51.0,0.1592519275261258
WASHINGTON,2012,11955582.0,12187889.0,1051694.0,53.0,0.19167709839741942
WISCONSIN,2012,11139967.0,10724377.0,872436.0,55.0,0.23115171456669392
WYOMING,2012,1664983.0,1670728.0,91533.0,56.0,2.2475173422995725
CALIFORNIA,2013,68868516.0,69727119.0,6312623.0,6.0,0.03189865955906006
COLORADO,2013,8826868.0,8699125.0,876999.0,8.0,0.23006082383032414
CONNECTICUT,2013,10319361.0,9758850.0,546200.0,9.0,0.36990960827803676
DELAWARE,2013,1930466.0,1924626.0,131687.0,10.0,1.552354365562873
FLORIDA,2013,24681548.0,25245400.0,2720744.0,12.0,0.07404189675256581
GEORGIA,2013,17459504.0,17317504.0,1723909.0,13.0,0.11690601522972352
HAWAII,2013,2331770.0,2345917.0,186825.0,15.0,1.0892149860398677
KANSAS,2013,5667223.0,5621023.0,496440.0,20.0,0.40713795969880284
KENTUCKY,2013,7216175.0,7413896.0,677389.0,21.0,0.29805619388311105
LOUISIANA,2013,8121179.0,7940880.0,711491.0,22.0,0.28372972805358304
MAINE,2013,2650346.0,2535405.0,183995.0,23.0,1.1061533558264005
MARYLAND,2013,13814727.0,13284637.0,866169.0,24.0,0.23294405176843072
MASSACHUSETTS,2013,16114783.0,16201905.0,955739.0,25.0,0.2110669102027207
MICHIGAN,2013,18270327.0,17468264.0,1548841.0,26.0,0.13013728740364153
MINNESOTA,2013,10848720.0,10942019.0,850973.0,27.0,0.2371136449302676
MISSISSIPPI,2013,4444064.0,4370050.0,492586.0,28.0,0.4103364840706684
MISSOURI,2013,10103589.0,10001763.0,918288.0,29.0,0.2196938691986576
MONTANA,2013,1671053.0,1679521.0,144129.0,30.0,1.416448534999578
NEBRASKA,2013,3870164.0,3913038.0,307677.0,31.0,0.6585662688442211
NEVADA,2013,4131800.0,4057443.0,451831.0,32.0,0.4475143280171091
PENNSYLVANIA,2013,28484645.0,28495118.0,1755236.0,42.0,0.11481711111478689
TENNESSEE,2013,9008032.0,9248235.0,993556.0,47.0,0.20301691404205363
TEXAS,2013,49734537.0,50674724.0,5153702.0,48.0,0.03907456370134144
VERMONT,2013,1817307.0,1809138.0,88690.0,50.0,2.3224154043171774
VIRGINIA,2013,15322318.0,15634918.0,1273825.0,51.0,0.1582781102867405
WASHINGTON,2013,12242231.0,12097549.0,1058936.0,53.0,0.19045852914545336
WISCONSIN,2013,11097447.0,10845059.0,874414.0,55.0,0.23074251405030485
WYOMING,2013,1695967.0,1675477.0,92732.0,56.0,2.2189398031283414
CALIFORNIA,2014,72389126.0,72506810.0,6312161.0,6.0,0.03191684757898667
COLORADO,2014,9162406.0,9286626.0,889006.0,8.0,0.22705954506917764
CONNECTICUT,2014,10743919.0,10201500.0,542678.0,9.0,0.37250491987630024
DELAWARE,2014,1954374.0,1988535.0,134042.0,10.0,1.525433998848729
FLORIDA,2014,26077462.0,26523658.0,2756944.0,12.0,0.07310530576094493
GEORGIA,2014,17821620.0,17668352.0,1744437.0,13.0,0.115586169374486
HAWAII,2014,2696766.0,2504144.0,182384.0,15.0,1.1165936685701614
KANSAS,2014,5813985.0,5957954.0,497275.0,20.0,0.40665426916312813
KENTUCKY,2014,7229857.0,7346219.0,688640.0,21.0,0.29331834215424407
LOUISIANA,2014,8352703.0,8140649.0,716800.0,22.0,0.2817626534375324
MAINE,2014,2675648.0,2550302.0,182470.0,23.0,1.1160615330052754
MARYLAND,2014,13982544.0,13712839.0,874514.0,24.0,0.23083094555873926
MASSACHUSETTS,2014,16609204.0,16518383.0,955844.0,25.0,0.21114873719635577
MICHIGAN,2014,18457253.0,17358365.0,1537922.0,26.0,0.13112764566627688
MINNESOTA,2014,11168633.0,11300786.0,857235.0,27.0,0.2354946849995498
MISSISSIPPI,2014,4480105.0,4463078.0,490917.0,28.0,0.41194265529154045
MISSOURI,2014,10256615.0,10324249.0,917785.0,29.0,0.21992397662734461
MONTANA,2014,1729712.0,1754324.0,144532.0,30.0,1.4131548295653882
NEBRASKA,2014,4005091.0,4008633.0,312635.0,31.0,0.6483785706697229
NEVADA,2014,4203255.0,4043820.0,459189.0,32.0,0.4405315251271395
PENNSYLVANIA,2014,29068069.0,28620630.0,1743160.0,42.0,0.11567094316042423
TENNESSEE,2014,9237782.0,9432883.0,995475.0,47.0,0.20272562284780177
TEXAS,2014,52776853.0,53096761.0,5233765.0,48.0,0.03849571587026982
VERMONT,2014,1895044.0,1876197.0,87311.0,50.0,2.361161588332532
VIRGINIA,2014,15347862.0,15690444.0,1280381.0,51.0,0.15754474262868176
WASHINGTON,2014,13040197.0,12806300.0,1073638.0,53.0,0.18793905325002053
WISCONSIN,2014,11330253.0,11255186.0,871432.0,55.0,0.2316492182126434
WYOMING,2014,1772633.0,1775999.0,94067.0,56.0,2.187870031394957
CALIFORNIA,2015,78248042.0,78365958.0,6226737.0,6.0,0.032370923552891194
COLORADO,2015,9648297.0,9557682.0,899112.0,8.0,0.22461339186286433
CONNECTICUT,2015,11099837.0,10542667.0,537933.0,9.0,0.3759903567336794
DELAWARE,2015,2017075.0,1975093.0,134847.0,10.0,1.5169537460852807
FLORIDA,2015,26971491.0,27277049.0,2792234.0,12.0,0.0722165536110248
GEORGIA,2015,18584666.0,18501103.0,1757237.0,13.0,0.1148002930683412
HAWAII,2015,2703683.0,2521004.0,181995.0,15.0,1.1195688409823312
KANSAS,2015,5991731.0,6175724.0,495884.0,20.0,0.4080029319515904
KENTUCKY,2015,7548871.0,7554887.0,686598.0,21.0,0.2943397659597156
LOUISIANA,2015,8448743.0,8437263.0,718711.0,22.0,0.2811512831102727
MAINE,2015,2739589.0,2596180.0,181613.0,23.0,1.1219501330749786
MARYLAND,2015,14491642.0,13882823.0,879601.0,24.0,0.22960712682289827
MASSACHUSETTS,2015,16985185.0,16972319.0,964026.0,25.0,0.20945706442026132
MICHIGAN,2015,19025996.0,17742903.0,1536231.0,26.0,0.1313374387961017
MINNESOTA,2015,11684249.0,11969872.0,864384.0,27.0,0.2336586774339059
MISSISSIPPI,2015,4592343.0,4624539.0,487200.0,28.0,0.4153055020250008
MISSOURI,2015,10623391.0,10540353.0,919234.0,29.0,0.21968581113125654
MONTANA,2015,1804339.0,1804841.0,145319.0,30.0,1.4061017138391114
NEBRASKA,2015,4248695.0,4283846.0,316014.0,31.0,0.6417217889228947
NEVADA,2015,4345419.0,4183085.0,467527.0,32.0,0.4328567254979463
PENNSYLVANIA,2015,29967185.0,29690645.0,1717414.0,42.0,0.1174653826893918
TENNESSEE,2015,9455920.0,9562527.0,1001235.0,47.0,0.20165729268829688
TEXAS,2015,55582029.0,56255791.0,5301477.0,48.0,0.03802272759008367
VERMONT,2015,1996795.0,1969415.0,87866.0,50.0,2.347089725221605
VIRGINIA,2015,15857524.0,16113212.0,1283590.0,51.0,0.15722841035444668
WASHINGTON,2015,13709442.0,13630138.0,1087030.0,53.0,0.18571171827117597
WISCONSIN,2015,11637376.0,11553677.0,867800.0,55.0,0.2327367649012168
WYOMING,2015,1962874.0,1942406.0,94717.0,56.0,2.173631636857889
CALIFORNIA,2016,89217262.0,85320133.0,6309138.0,6.0,0.03196386561097121
COLORADO,2016,10123271.0,9878524.0,905019.0,8.0,0.2232550722422849
CONNECTICUT,2016,11419673.0,10826431.0,535118.0,9.0,0.3781640286474258
DELAWARE,2016,2043577.0,2041952.0,136264.0,10.0,1.50169834932364
FLORIDA,2016,28125598.0,27945116.0,2816791.0,12.0,0.07162206570685045
GEORGIA,2016,19403453.0,19158388.0,1764346.0,13.0,0.11439401247212498
HAWAII,2016,3030519.0,2733094.0,181550.0,15.0,1.1229070816669822
KANSAS,2016,6069563.0,6134836.0,494347.0,20.0,0.40948061365219734
KENTUCKY,2016,7745928.0,7786281.0,684017.0,21.0,0.29560073958835836
LOUISIANA,2016,8397136.0,8248660.0,716293.0,22.0,0.2822434433700091
MAINE,2016,2845391.0,2706103.0,180512.0,23.0,1.1294370742201507
